"DetailID","RiskSourceDet","txtDetCompositeWeight","BUManagerDet","OSVendorDet","txtLocation","Threat","Risk","Mitigations","Response","Customers","Impact","Controls","ControlsWeight","PolicyRate","PolicyWeight","InherentRisk","VendorRisk","VendorRiskWeight","MarketRisk","MarketRiskWeight","OperationalRisk","OperationalRiskWeight","ComplianceRisk","ComplianceRiskWeight","StrategicRisk","StrategicRiskWeight","ReputationRisk","ReputationRiskWeight","CreditRisk","CreditRiskWeight","FiduciaryRisk","FiduciaryRiskWeight","RegulatoryLegalRisk","RegulatoryLegalRiskWeight","HumanResourceRisk","HumanResourceRiskWeight","CompositeRisk","RiskRating","ReviewDate","BSARisk","RegulatoryRisk","CISPRisk","AuditRisk","ComplianceRiskCK","RedFlagRisk","Outsourced","RiskManagerDet","RiskManager2Det","RiskManager3Det","RiskManager4Det","PolicyDet","Policy2Det","Policy3Det","Policy4Det","FrequencyDet","PriorRating","IntPriorRating","Comments","Trend","LastReviewer","PriorRatingCalc","RiskTypeDet","Required","calInherentRiskRating","txtAuditReviewFreq","nbrVendorIRR","dteLastAudit","dteNextAudit","memAuditComments"
125,"Customer Information Security",5.00,"Marketing",,"Operations Center","Bank data could be disrupted by other wireless devices such as telephones or microwaves.  Data could also be intercepted by hackers.","Wireless Networks","Liberty Bank does not utilize wireless technology for network connectivity.  There are three wireless devices indirectly connected to the network that are utilized for remote support.  Each device is isolated utilizing a bank owned firewall device.  WPA is the default encryption standard for any wireless device connecting to the bank's network.","Immediate notification of bank Information Security Officer and network administrator.  Convene Senior Management and implement incident response procedures.",3.50,2.75,0.25,1.00,0.25,1.00,1.00,2.00,1.00,2.00,1.00,3.50,1.00,3.50,1.00,2.00,1.00,3.50,1.00,1.50,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.25,0.59,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.59,0.59,,"Threat Unchanged","MDT",,"Reputational Risk",,2.37,,,,,
126,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Bank data or equipment could be compromised by co-location facility employees or by other customers using the facilities","Data Center Co-Location Facility","Full privacy and security disclosures for co-location employees.  Entry by escort into the data center backup server area.  Immediate management notification procedures for compromise or damage.","Immediate notification of bank Information Security Officer and contract network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",3.00,4.00,0.50,1.00,0.50,1.00,1.50,3.50,1.00,2.00,1.00,3.50,1.00,2.50,1.00,2.00,1.00,3.50,1.00,3.50,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.50,1.37,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.37,1.37,,"Threat Unchanged","MDT",,"Operational Risk",,2.75,,,,,
127,"Customer Information Security",5.00,"Network Security",,"Operations CenterOperations Center","Bank data could be removed or stolen using the remote users PC or laptop.  Bank data could be compromised by a virus or spyware on the remote user device.  Bank data could be viewed and stolen/compromised if the laptop/PC is in a publicly viewable area.  User credentials (username and password) could be stolen or compromised.","Remote Access to Bank Systems","Disk encryption is enabled on all allowed portable network devices.  The bank's Active Directory remote user policy forces a spyware/antivirus check/update prior to allowing access.  Access is controlled by 168-bit 3DES encrypted VPN client and multifactor authentication.  All remote access is logged and tracked.  Remote users will be approved at least annually by the appropriate committee and directorate.  After a user accesses the bank network, he/she is limited to specific devices by Access Control Lists and must use Remote Desktop Protocol to minimize file transfer and data compromise risks.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  ",2.50,3.75,0.50,1.00,0.50,1.00,1.00,3.00,1.00,1.00,1.00,3.25,1.00,2.25,1.00,1.00,1.00,4.00,1.00,2.50,1.00,1.50,1.00,3.00,1.00,2.50,1.00,2.40,1.20,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley","Brad Crawley",,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.20,1.20,,"Threat Unchanged","MDT",,"Reputational Risk",,2.41,,,,,
128,"Customer Information Security",5.00,"Network Security",,"Operations Center","Bank data could be intercepted or the data flow interrupted","Local Area Network","Daily backups are accomplished and verified.  Password controls for user access.  Enterprise/gateway firewalls and logging of abnormal activities.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  ",2.50,3.75,0.25,1.00,0.25,1.00,1.50,2.00,1.00,1.00,1.00,4.00,1.00,2.50,1.00,2.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.10,0.61,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.61,0.61,,"Threat Unchanged","MDT",,"Operational Risk",,2.46,,,,,
129,"Customer Information Security",5.00,"Network Security",,"Operations Center","Viruses, Spyware, inappropriate access.  Stolen hardware","Desktops/Workstations","Patch management program is used to keep devices as secure as possible.  Enterprise level antivirus and antispyware.  Local firewalls are used.  Enterprise level spam filtering.  Email server is maintained on site.  Hardware inventories are maintained for each location.  Passwords control PC access rights.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",1.50,2.75,0.25,1.00,0.25,1.00,2.00,2.50,1.00,1.00,1.00,3.25,1.00,2.50,1.00,1.00,1.00,3.50,1.00,1.00,1.00,1.00,1.00,2.50,1.00,1.00,1.00,1.92,0.51,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.51,0.51,,"Threat Unchanged","MDT",,"Reputational Risk",,2.04,,,,,
130,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Rerouting or interception of print jobs and network interruption of print.","Printers","Limited physical access to printers and output.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",1.00,3.25,0.50,1.00,0.50,1.00,2.00,2.00,1.00,1.00,1.00,3.25,1.00,3.00,1.00,1.00,1.00,3.50,1.00,1.00,1.00,1.00,1.00,2.50,1.00,1.00,1.00,1.92,1.02,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.02,1.02,,"Threat Unchanged","MDT",,"Reputational Risk",,2.04,,,,,
131,"Customer Information Security",5.00,"Information Security",,"Operations Center","Stolen input or misrouted faxes could fall in the wrong hands.","Facsimile Services","Verification of fax number and confirmation of delivery is used for sensitive fax transmissions.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  ",3.00,3.00,0.50,1.00,0.50,1.00,1.50,1.00,1.00,1.00,1.00,2.50,1.00,2.25,1.00,1.00,1.00,3.50,1.00,2.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.82,1.16,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.16,1.16,,"Threat Unchanged","MDT",,"Reputational Risk",,2.33,,,,,
132,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Bank sensitive information could be contained in an email.  Mail could be accidentally sent to the wrong person or intercepted.","Email Services","The email server is physically located at the Liberty Bank Operations Center.  Firewall policies are in place.  Email and spam filters to reduce the risk of viruses or malicious spyware.  Acceptable use policy precludes the sending of customer information or sensitive bank data via email.  Sensitive email is sent using the secure mail (Certified Mail) server which allows file transfer at 128-bit SSL encryption.","Immediate notification of bank Information Security Officer and network administrator.  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  ",3.00,3.00,0.25,1.00,0.25,1.00,1.50,2.00,1.00,2.50,1.00,3.50,1.00,3.75,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.50,1.00,2.00,1.00,1.00,1.00,2.37,0.61,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.61,0.61,,"Threat Unchanged","MDT",,"Compliance Risk",,2.46,,,,,
133,"Customer Information Security",5.00,"Electronic Banking Department","Diebold","Operations CenterOperations Center","Bank customer information could be stolen from ATM providers or from ATM service employees.  Hackers could install card skimmers.  ","ATM Services (ATM vendor software and ATM hardware)","The bank has over 50 ATM devices.  Encryption is enabled on all ATMs.  Privacy agreements and incident response plans with Metavante.  Periodic physical inspection of ATM machines.","Immediate notification of bank Information Security Officer and ATM service provider (Metavante).  Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",3.00,2.50,0.25,1.00,0.25,1.00,3.00,2.00,1.00,2.50,1.00,3.75,1.00,3.50,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.50,1.00,3.00,1.00,1.50,1.00,2.52,0.68,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.68,0.68,"FIS / Diebold / Federal Protection","Threat Unchanged","MDT",,"Operational Risk",,2.75,,,,,
134,"Customer Information Security",5.00,"Retail Services","Harland","Operations Center","Bank customer information could be stolen check service providers.  Check ordering information could be hijacked or intercepted.","Check Ordering (Harland)","Check ordering is done either online with the 128-bit SSL or via telephone.  The bank accomplishes annual due diligence on the check ordering company.","Immediate notification of bank Information Security Officer.   Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",2.75,2.50,0.25,1.00,0.25,1.00,1.00,2.50,1.00,2.50,1.00,3.50,1.00,3.50,1.00,2.50,1.00,3.50,1.00,2.50,1.00,1.50,1.00,2.50,1.00,1.00,1.00,2.55,0.55,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.55,0.55,"Harland","Threat Unchanged","MDT",,"Operational Risk",,2.20,,,,,
135,"Customer Information Security",5.00,"Information Security",,"Operations Center","Examiners or Auditors could steal or lose bank information.","Auditors/Examiners","Maintain list of documents given to audit/examiner teams.   Examiners/auditors bound by GLBA and Ethics Codes.  ","Immediate notification of bank Information Security Officer.   Check of data processing logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",1.00,3.50,0.50,1.00,0.50,1.00,2.50,1.00,1.00,1.00,1.00,3.50,1.00,4.00,1.00,2.00,1.00,2.50,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,1.12,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.12,1.12,,"Threat Unchanged","MDT",,"Compliance Risk",,2.25,,,,,
136,"Customer Information Security",5.00,"Information Security",,"Operations Center","Hackers could use the ISP connection to access Bank resources.  Loss of Internet service through vandalism or other hacker actions could cause the Bank to lose Internet access for critical business operations.","Internet Service Providers","Bank connections are firewalled from the ISPs.  The Bank has established secondary Internet connections at several branch locations.","Immediate notification of bank Information Security Officer and network administrator.  Check of logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.  ",3.20,3.25,0.50,1.00,0.50,1.00,2.25,4.00,1.00,3.50,1.00,4.00,1.00,3.75,1.00,2.00,1.00,2.75,1.00,2.00,1.00,1.00,1.00,3.00,1.00,1.50,1.00,2.75,1.43,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.43,1.43,,"Threat Unchanged","MDT",,"Operational Risk",,2.86,,,,,
137,"Customer Information Security",5.00,"Information Technology",,"Operations CenterOperations Center","Users or hackers could gain unauthorized access customer information and documentation.","COLD storage server","User access is controlled by system access rights and controls.  System is backed up nightly to tape and tapes are stored off site. Physical access is controlled by locked enclosures and escort into the area is required.  ","Immediate notification of bank Information Security Officer and network administrator.  Check of logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",3.50,3.50,0.25,1.00,0.25,1.00,1.50,2.75,1.00,1.50,1.00,4.00,1.00,2.75,1.00,2.00,1.00,3.75,1.00,2.00,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.32,0.67,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.67,0.67,,"Threat Unchanged","MDT",,"Operational Risk",,2.70,,,,,
138,"Customer Information Security",5.00,"Executive Management",,"Operations Center","Bank liquidity could be threatened with a bad expansion decision, hackers or thieves could take advantage of a new location with inexperienced personnel or systems that are not fully activated, or with lack of employee knowledge of fake cashier checks, money orders, etc.","New Bank Location","Bank will conduct marketing surveys and appropriate financial ratios to support expansion decisions.   Equipment and any access to customer information in the new location will not be allowed until alarm system has been installed and tested and technology systems (security cameras, firewalls, etc.)  are installed and tested.  Experienced bank personnel will be present during the first 14 days of operation to train new bank employees and help with customer/incident response issues.  Training on verifying customer identity will be emphasized and documented.  Immediate change of locks and alarm codes will be initiated as soon as the Bank accepts the building.  Bank personnel will ensure the following before opening to the public:  (1)  Ensure there are no bushes, trees, or other landscaping which could provide cover to robbers.  (2)  If the branch is located in a multi-tenant building, then Bank employees will inspect crawl space to make sure ceiling crawl space is separated from other tenants.  (3)  Windows and doors will be inspected for tamper resistant locks.  (4) The building will be inspected for generator or emergency lighting.  (5)  The vault should be inspected to ensure that if an employee is locked in the vault that there is a ventilator for air flow, a telephone, and employee instructions to follow.","Bank facility will be inspected for mitigation steps prior to acceptance.   Acceptance will include a review of all Bank security processes by the Bank security officer and bank operations personnel.",2.50,3.50,0.25,1.00,0.25,1.00,3.00,2.00,1.00,4.00,1.00,4.00,1.00,4.00,1.00,2.75,1.00,3.25,1.00,3.00,1.00,1.50,1.00,2.00,1.00,2.75,1.00,2.92,0.74,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.74,0.74,,"Threat Unchanged","MDT",,"Market Risk",,2.98,,,,,
139,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Extreme heat, moisture, or cold could damage or shut down equipment","Environmental Controls in Equipment Areas","Each major equipment facility is inspected for proximity to utility pipes.  Key equipment areas are equipped with heat/cold alerting systems","Immediate notification of network management if there is an environmental compromise of network equipment.",2.25,2.50,0.50,1.00,0.50,1.00,3.00,2.50,1.00,2.00,1.00,3.50,1.00,2.00,1.00,2.50,1.00,2.50,1.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.10,1.23,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.23,1.23,,"Threat Unchanged","MDT",,"Operational Risk",,2.46,,,,,
140,"Customer Information Security",5.00,"Network Security",,"Operations Center","Employees or vendors with physical access could bypass logical controls.  VoIP network traffic could be intercepted and/or compromised.  VoIP protocols such as SIP contain vulnerabilities which could be exploited.  Power failure could bring down the VoIP infrastructure.","Voice over Internet Protocol (VoIP) Telephone Systems","Bank employees supervise and/or log visitors and vendors with access to the VoIP system.  The VoIP system is logically seperated from the bank's primary data network.  All calls are logged and logs are maintained in accordance with archival records (at least 3 years).  A firewall infrastructure is in place that supports VoIP protocols.  The bank has redundant power sources in place to keep the VoIP system up in the event of a contingency.   Additionally, The Bank maintains at least one backup analog line (POTS line) at each location for contingency use.  VoIP will not be normally be permitted outside the Bank's wide area network (Internet).  If VoIP packets must traverse a public network the traffic will be encrypted.  Use of softphone or PC based VoIP software (Vonage, Skype, etc) will not be permitted or used for Bank business.","Immediate notification of the bank Information Security Officer and Network Administrator.  Check logs and other audit trail informaiton.  Determine the scope of the data breach.   Convene Senior Management and implement incident response procedures.  ",2.25,3.75,0.50,1.00,0.50,1.00,3.00,4.00,1.00,2.50,1.00,3.75,1.00,3.25,1.00,2.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,3.50,1.00,2.50,1.00,2.65,1.45,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.45,1.45,"Cisco Unity System","Threat Unchanged","MDT",,"Vendor Risk",,2.91,,,,,
162,"Customer Information Security",5.00,"Electronic Banking Department",,"Electronic Banking","Hackers or other unauthorized personnel could dial into the telephone banking PC with a stolen account number and guess the PIN.   Hackers or other unauthorized personnel could dial into the telephone banking PC with a stolen account number and guess the PIN and steal account balances or initiate transfers between accounts to create reputational or financial damage.  Bank employees have physical and logical access to the telephone banking PC.  Employees might purposefully or accidentally alter the information database.  .  A virus, spyware, or other program might be installed through the network onto this computer.","Telephone Banking - Management","Layered security is considered appropriate for these transactions.  Users are required to input account number and PIN to access accounts.  Annual employee training on e-banking security measures and procedures is conducted for each employee.   Activity is reviewed on an as needed basis.  This machine is included in the enterprise wide antivirus/antispyware programs.  Customers must have tiered levels of personal information to access accounts.  Since activity is limited to inquiry and internal transfers (between interbank accounts of which the customer must be an authorized user) the bank has determined that multi-factor authentication is not required and existing controls are commensurate with risk.","Immediate notification of the bank Information Security Officer and senior management.   Review of computer logs and telephone banking account activity logs.",3.50,2.75,0.25,1.00,0.25,1.00,2.75,2.50,1.00,2.00,1.00,3.25,1.00,3.50,1.00,2.00,1.00,3.50,1.00,2.50,1.00,1.00,1.00,2.75,1.00,1.00,1.00,2.40,0.71,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.71,0.71,,"Threat Unchanged","MDT",,"Reputational Risk",,2.85,,,,,
163,"Customer Information Security",5.00,"Electronic Banking Department",,"Electronic Banking","Bank Employees have physical and logical access to this data.  Theft, inadvertent loss, or external hackers are threats to this private information.  ","Customer Information - Internet Banking and Bill Pay applications (paper and electronic copies)","Access controlled by system security levels and authentication procedures.  Annual information security training for all employees.  Input and output verification procedures for new/changed accounts.","Immediate notification of the bank Information Security Officer and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).",2.00,3.50,0.25,1.00,0.25,1.00,3.25,4.00,1.00,3.25,1.00,3.75,1.00,3.50,1.00,2.00,1.00,4.00,1.00,2.50,1.00,1.00,1.00,2.75,1.00,1.00,1.00,2.77,0.72,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.72,0.72,,"Threat Unchanged","MDT",,"Reputational Risk",,2.88,,,,,
166,"Customer Information Security",5.00,"Electronic Banking Department","First Data - FundsXpress","Electronic Banking","Bank Employees have physical and logical access to this data.  Theft, inadvertent loss, or external hackers are threats to this private information.  ","Mobile Banking - Internal Bank Management Access","Access controlled by system security levels and authentication procedures.  Annual information security training for all employees.  Input and output verification procedures for new/changed accounts.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).",2.75,3.25,0.25,1.00,0.25,1.00,2.75,4.00,3.00,2.00,1.00,3.75,1.00,3.50,1.00,1.75,1.00,4.00,1.00,2.75,1.00,1.50,1.00,3.50,1.00,1.00,1.00,2.97,0.73,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.73,0.73,"FundsXpress","Threat Unchanged","mdt",,"Vendor Risk",,2.93,,,,,
167,"Customer Information Security",5.00,"Electronic Banking Department",,"Electronic Banking","Hackers who gain unauthorized access to accounts might steal information or cause reputation or financial damage by creating unauthorized account transfers.","Customer Intra-Account Funds Transfer","Internet  banking transactions have specific restrictions on the number and amount of transactions allowed per day.  Transaction logs are reviewed daily by an employee not involved in the administration of the e-banking program.","Immediate notification of the bank Information Security Officer and senior management.  Reconcilement of account and log information to determine what has been changed and what has been compromised.  Notification of Internet banking vendor.",3.00,3.50,0.25,1.00,0.25,1.00,2.50,2.00,1.00,2.00,1.00,3.00,1.00,2.75,1.00,1.75,1.00,2.00,1.00,2.50,1.00,1.50,1.00,2.50,1.00,1.50,1.00,2.15,0.69,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.69,0.69,"Internet and Mobile Banking","Threat Unchanged","MDT",,"Operational Risk",,2.78,,,,,
169,"Customer Information Security",5.00,"Electronic Banking Department","First Data - FundsXpress","Electronic Banking","Hackers who gain unauthorized access to accounts might steal information or cause reputation or financial damage by creating unauthorized account transfers.","Bill Pay - Customer Funds Transfers","Bill pay banking server is hosted by the service provider (not on the bank network).  Layered security is considered the minim appropriate level of authentication for these transactions.  Users are required to input account number and password to access accounts.  Second, users must answer a personal security question to help verify identity.  Third, users must pick the appropriate picture to help verify the authenticity of the web site to help reduce pharming risk.   Internet banking vendor has coordinated with the bank to institute fraud alert monitoring of accounts.  (i.e.  number of transactions, amount, etc.)   Transactions outside normal parameters (i.e. number of transactions, dollar amount of transactions, location of transactions, etc.) require out of band approval (i.e. phone call, fax, etc.). Service provider is contractually bound to provide the bank notification of compromise.","Immediate notification of the bank Information Security Officer and senior management.  Reconcilement of account and log information to determine what has been changed and what has been compromised.  Notification of Internet banking vendor.  Consider disabling customer access to accounts.",2.75,4.00,0.25,1.00,0.25,1.00,2.75,4.00,3.00,2.50,1.00,3.50,1.00,3.25,1.00,1.75,1.00,4.00,1.00,2.75,1.00,1.00,1.00,2.75,1.00,1.00,1.00,2.87,0.77,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.77,0.77,"FundsXpress / Check Free","Threat Unchanged","MDT",,"Vendor Risk",,3.09,,,,,
170,"Customer Information Security",5.00,"Electronic Banking Department","First Data - FundsXpress","Electronic Banking","Hacker could compromise a customer ACH account and steal funds by re-routing requests or divulging sensitive information.","Bill Pay - ACH Origination","Layered security is considered appropriate for these transactions.  Users are required to input account number and password to access accounts.    Secondly, the customer's computer is authenticated and if the customer is attempting to log into their account from a different PC they must answer a personal security question to help verify identity.  Finally, users must pick the appropriate picture to help verify the authenticity of the web site to help reduce pharming risk.   Account activity is reviewed daily for unusual actions or amounts as well as security lockouts.  Out of band approval is required for unusual or large transactions.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of account and log information to determine what has been changed and what has been compromised.  Notification of ACH vendor.  Consider disabling customer access to accounts.",2.75,4.00,0.25,1.00,0.25,1.00,3.50,4.00,3.00,2.00,1.00,4.00,1.00,4.00,1.00,1.75,1.00,4.25,1.00,3.00,1.00,1.50,1.00,3.50,1.00,1.50,1.00,3.12,0.83,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.83,0.83,"FundsXpress / Check Free","Threat Unchanged","MDT",,"Reputational Risk",,3.34,,,,,
171,"Customer Information Security",5.00,"Electronic Banking Department","First Data - FundsXpress","Electronic Banking","Hackers or rogue employees might use the financial institution access to create or alter bill pay authentication credentials.  Employees might add fraudulent account information and transfer money to unauthorized accounts.","Bill Pay - Financial Institution Administrative Access","Review of access logs by an employee not involved in the administration of the Internet banking program.  Use of  layered authentication for master account access (MAC address authorization, personal challenge questions, etc).  To help prevent fraud, customers are required to present fully NACHA formatted files to the maximum extent possible, this helps limit manual tampering.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of account and log information to determine what has been changed and what has been compromised.  Notification of Internet bill pay vendor.",3.25,3.00,0.25,1.00,0.25,1.00,2.75,3.75,3.00,1.50,1.00,3.75,1.00,3.50,1.00,1.75,1.00,4.00,1.00,2.75,1.00,1.50,1.00,2.75,1.00,1.00,1.00,2.81,0.73,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.73,0.73,"FundsXpress / Check Free","Threat Unchanged","MDT",,"Reputational Risk",,2.95,,,,,
172,"Customer Information Security",5.00,"Electronic Banking Department","First Data - FundsXpress","Electronic Banking","Customer financial information could be compromised by a rogue user/hacker if the bank doesn't implement and maintain a secure method for the electronic delivery of bank statements.  If a rogue user/hacker were able gain access to customer statement information the bank would obviously face considerable reputational damage.   ","Electronic Delivery of Bank Statements","Electronic Statements are delivered by sending the customer an email thats sole purpose is to notify the customer that a statement is available for download on the Internet banking site.  Customers must log into the Internet banking system using the above mentioned credentials and procedures.  ","Immediate notification of the bank Information Security Officer and Senior Management and the initiation of formal incident response procedures as found in the Information Security Policy.",3.00,3.50,0.50,1.00,0.50,1.00,2.50,3.75,3.00,1.00,1.00,4.00,1.00,3.50,1.00,2.00,1.00,4.25,1.00,2.00,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.70,1.46,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.46,1.46,"FundsXpress","Threat Unchanged","mdt",,"Reputational Risk",,2.92,,,,,
